"","player","player_id","position","team_name","player_game_count","attempts","completion_percent","completions","first_downs","franchise_id","interceptions","qb_rating","sacks","touchdowns","yards","ypa","week","year","dk_pts","fd_pts","string","team","head_coach","L3_attempts","L3_completion_percent","L3_completions","L3_first_downs","L3_interceptions","L3_qb_rating","L3_sacks","L3_touchdowns","L3_yards","L3_ypa","L3_dk_pts","L3_fd_pts"
"2661","Tua Tagovailoa",60326,"QB","ALABAMA",1,21,66.7,14,10,103,1,86.2,4,1,164,7.8,11,2018,9.56,9.56,1,"Alabama","Nick Saban",26.5,64.1,16.5,13.25,0.25,130.575,0.5,3,296.25,13.525,25.1,23.6
"2662","Mac Jones",60323,"QB","ALABAMA",1,6,50,3,0,103,0,56.3,0,0,-1,-0.2,11,2018,-0.04,-0.04,2,"Alabama","Nick Saban",1.75,20.825,0.5,0.5,0,71.525,0.25,0.25,31,14.25,2.24,2.24
"2663","Zac Thomas",39989,"QB","APP STATE",1,36,69.4,25,17,108,0,107.1,1,2,247,6.9,11,2018,17.88,17.88,1,"Appalachian State","Mark Ivey",10.5,75,5.5,5,0.5,70.45,0,0.5,52.5,2.15,3.6,3.6
"2664","Zac Thomas",39989,"QB","APP STATE",1,36,69.4,25,17,108,0,107.1,1,2,247,6.9,11,2018,17.88,17.88,1,"Appalachian State","Scott Satterfield",14.5,79.85,9.25,6.75,0.25,81.8,0.25,0.75,87.75,2.55,6.26,6.26
"2665","Manny Wilkins",46604,"QB","ARIZONA ST",1,22,72.7,16,12,110,1,96.6,1,1,199,9,11,2018,10.96,10.96,1,"Arizona State","Herm Edwards",26.75,68,17.75,11.25,0.5,111.075,1.25,1.25,256.5,10.05,15.51,14.76
"2666","Justice Hansen",46349,"QB","ARK STATE",1,20,90,18,14,113,0,158.3,0,4,254,12.7,11,2018,26.16,26.16,1,"Arkansas State","Blake Anderson",34,62.075,21.25,11.75,1,94.45,1,1.75,267,8.025,17.43,16.68
"2667","Logan Bonner",39990,"QB","ARK STATE",1,9,55.6,5,0,113,0,61.3,0,0,28,3.1,11,2018,1.12,1.12,2,"Arkansas State","Blake Anderson",5.75,37.4,2.5,1.5,0.25,62.7,0,0.25,34.25,7.625,2.12,2.12
"2668","Ty Storey",35344,"QB","ARKANSAS",1,38,50,19,9,111,1,72.3,4,2,200,5.3,11,2018,15,15,1,"Arkansas","Chad Morris",29.5,64.65,18.75,10.5,1,89.475,2,1.5,197.25,6.875,12.89,12.89
"2669","Cole Kelley",39945,"QB","ARKANSAS",1,1,0,0,0,111,0,39.6,0,0,0,0,11,2018,0,0,2,"Arkansas","Chad Morris",2.5,43.325,1,0.75,0.25,71.55,0.25,0.5,17.5,4.325,2.45,2.45
"2670","Kelvin Hopkins Jr.",41309,"QB","ARMY",1,6,83.3,5,3,114,0,118.8,0,0,95,15.8,11,2018,3.8,3.8,1,"Army","Jeff Monken",6,63.55,4,2.75,0.25,119.2,0,1,78.75,12.65,6.9,6.9
"2671","Jarrett Stidham",13725,"QB","AUBURN",1,36,66.7,24,11,115,0,76.5,0,0,163,4.5,11,2018,6.52,6.52,1,"Auburn","Gus Malzahn",33.75,58.025,19.5,9.75,0.5,90.975,2.25,1.25,247.5,7.65,15.15,14.4
"2672","Charlie Brewer",60344,"QB","BAYLOR",1,36,72.2,26,17,118,0,114.1,1,2,288,8,11,2018,19.52,19.52,1,"Baylor","Matt Rhule",25,45.175,13.75,9.25,1.25,66.05,2.25,1,153.5,5.625,8.89,8.89
"2673","Jalan McClendon",46423,"QB","BAYLOR",1,12,25,3,2,118,0,51.7,0,0,71,5.9,11,2018,2.84,2.84,2,"Baylor","Matt Rhule",10.75,62.925,7.25,3.5,0.25,82.3,1,0,84.25,9.5,3.12,3.12
"2674","Brett Rypien",46487,"QB","BOISE ST",1,29,82.8,24,13,120,1,102.4,2,1,269,9.3,11,2018,13.76,13.76,1,"Boise State","Bryan Harsin",33.25,70.7,23.25,14.5,1,114,2.75,3,305,9.375,24.7,23.2
"2675","EJ Perry",60349,"QB","BOSTON COL",1,21,57.1,12,5,121,0,69.1,3,0,98,4.7,11,2018,3.92,3.92,1,"Boston College","Steve Addazio",6,91.6666666666667,5,3.33333333333333,0,119.7,0.333333333333333,0.666666666666667,59.3333333333333,13.5666666666667,5.04,5.04
"2676","Anthony Brown",40316,"QB","BOSTON COL",1,2,50,1,0,121,0,56.3,0,0,0,0,11,2018,0,0,2,"Boston College","Steve Addazio",25.25,60,15,7.5,0.25,91.125,1.5,1,176.5,7.05,10.81,10.81
"2677","Jeff Smith",48055,"WR","BOSTON COL",1,1,0,0,0,121,0,39.6,0,0,0,0,11,2018,0,0,3,"Boston College","Steve Addazio",1.25,75,1,1,0,115.125,0,0.5,25.25,18,3.01,3.01
"2678","Jarret Doege",60353,"QB","BOWL GREEN",1,23,56.5,13,9,122,1,65.7,2,1,111,4.8,11,2018,7.44,7.44,1,"Bowling Green","Mike Jinks",31,65.9,19.5,11,1,99.1,2,2.5,210.5,7.15,17.42,17.42
"2679","Jarret Doege",60353,"QB","BOWL GREEN",1,23,56.5,13,9,122,1,65.7,2,1,111,4.8,11,2018,7.44,7.44,1,"Bowling Green","Carl Pelini",30.75,60.225,18,10.75,1,86.975,2.25,2.25,184.75,6.125,15.39,15.39
"2680","Grant Loy",40276,"QB","BOWL GREEN",1,1,100,1,1,122,0,118.8,0,0,29,29,11,2018,1.16,1.16,2,"Bowling Green","Mike Jinks",2.5,25,1,1,0.5,34.9,0,0,12.5,3.15,0,0
"2681","Grant Loy",40276,"QB","BOWL GREEN",1,1,100,1,1,122,0,118.8,0,0,29,29,11,2018,1.16,1.16,2,"Bowling Green","Carl Pelini",1.75,37.5,0.75,0.75,0.5,47.15,0,0,13.5,8.825,0.04,0.04
"2682","Tyree Jackson",46481,"QB","BUFFALO",1,16,43.8,7,6,126,0,88.3,0,1,111,6.9,11,2018,8.44,8.44,1,"Buffalo","Lance Leipold",32.5,54.1,17.75,12.75,1.25,81.95,2.25,1.75,255.75,7.775,17.48,15.98
"2683","Kyle Vantrease",55029,"QB","BUFFALO",1,5,40,2,1,126,0,47.9,0,0,9,1.8,11,2018,0.36,0.36,2,"Buffalo","Lance Leipold",19.6666666666667,63.8333333333333,9,4.33333333333333,0.666666666666667,70.1666666666667,2,0.666666666666667,122,6.66666666666667,6.88,6.88
"2684","Zach Wilson",82096,"QB","BYU",1,22,63.6,14,8,128,0,117,1,2,167,7.6,11,2018,14.68,14.68,1,"BYU","Kalani Sitake",21.5,66.5,13.75,9.75,0.5,107.525,4,1,176.5,9.25,10.56,10.56
"2685","Austin Hergott",39923,"QB","C MICHIGAN",1,20,50,10,5,134,1,59,1,1,93,4.7,11,2018,6.72,6.72,1,"Central Michigan","John Bonamego",5,40,2,1,1,14.2,1,0,22,4.4,-0.12,-0.12
"2686","Chase Garbers",60356,"QB","CAL",1,26,53.8,14,7,130,0,74.7,1,1,93,3.6,11,2018,7.72,7.72,1,"California","Justin Wilcox",21,59.275,13,8,0.75,76.875,2.5,1,139.5,6.375,8.83,8.83
"2687","Evan Shirreffs",46552,"QB","CHARLOTTE",1,18,44.4,8,4,136,0,56.3,4,0,74,4.1,11,2018,2.96,2.96,1,"Charlotte","Brad Lambert",21.5,57.625,11.5,6.75,1,75.9,2.5,0.5,139.25,8.45,6.57,6.57
"2688","Hasaan Klugh",46434,"QB","CHARLOTTE",1,2,100,2,0,136,0,79.2,2,0,-2,-1,11,2018,-0.08,-0.08,2,"Charlotte","Brad Lambert",12.5,20.9,4.75,4.5,0.5,49.725,1,0.5,66.75,2.975,4.17,4.17
"2689","Desmond Ridder",55086,"QB","CINCINNATI",1,24,70.8,17,9,138,0,122.6,4,2,194,8.1,11,2018,15.76,15.76,1,"Cincinnati","Luke Fickell",32,60.3,18.75,11.5,1,84.25,2.75,1.25,202.5,6.85,12.85,12.1
"2690","Trevor Lawrence",77632,"QB","CLEMSON",1,41,70.7,29,14,140,1,89.1,1,1,296,7.2,11,2018,14.84,14.84,1,"Clemson","Dabo Swinney",28,66.65,18.25,9.75,0.25,105.65,1.25,2.25,212,7.075,18.73,17.23
"2691","Fred Payton",82102,"QB","COAST CAR",1,18,61.1,11,9,141,0,123.8,2,2,146,8.1,11,2018,13.84,13.84,1,"Coastal Carolina","Joe Moglia",11,75.2,7.5,5,0.5,101.55,1.5,0.75,110.5,11.075,6.92,6.92
"2692","Kilton Anderson",27546,"QB","COAST CAR",1,13,38.5,5,2,141,1,14.6,1,0,19,1.5,11,2018,-0.24,-0.24,2,"Coastal Carolina","Joe Moglia",11.5,52.425,6.25,5,0.25,92.025,0.25,1,111.25,9.25,8.2,8.2
"2693","Collin Hill",40245,"QB","COLO STATE",1,40,57.5,23,9,144,1,67.3,6,1,186,4.7,11,2018,10.44,10.44,1,"Colorado State","Mike Bobo",21.75,62.9,14,8.25,0.75,82.4,1,0.5,148.25,6.9,7.93,7.18
"2694","Steven Montez",46465,"QB","COLORADO",1,35,57.1,20,9,143,0,73.4,3,0,199,5.7,11,2018,7.96,7.96,1,"Colorado","Mike MacIntyre",40.5,62.9,25.5,16.5,0.5,104.05,3,2.5,331,8.2,25.74,22.74
"2695","Steven Montez",46465,"QB","COLORADO",1,35,57.1,20,9,143,0,73.4,3,0,199,5.7,11,2018,7.96,7.96,1,"Colorado","Kurt Roper",39.5,61.8,24.5,15.25,0.5,96.275,3.5,2,301,7.575,21.79,19.54
"2696","Sam Noyer",40048,"QB","COLORADO",1,3,33.3,1,1,143,1,22.2,1,0,23,7.7,11,2018,-0.08,-0.08,2,"Colorado","Mike MacIntyre",7.25,64.725,3.5,1.75,0.5,47.175,0.5,0,21.75,3.625,0.37,0.37
"2697","Sam Noyer",40048,"QB","COLORADO",1,3,33.3,1,1,143,1,22.2,1,0,23,7.7,11,2018,-0.08,-0.08,2,"Colorado","Kurt Roper",3.5,63.325,2,1.25,0.75,40.975,0.25,0,14.25,4.825,-0.18,-0.18
"2698","Blake LaRussa",28141,"QB","DOMINION",1,42,50,21,12,263,1,79.6,2,2,301,7.2,11,2018,22.04,19.04,1,"Old Dominion","Bobby Wilder",43.25,67.95,29.25,16.5,1.5,91.325,2.25,1.75,336.5,8.125,21.21,18.96
"2699","Daniel Jones",39395,"QB","DUKE",1,54,57.4,31,17,154,1,88.6,3,3,361,6.7,11,2018,28.44,25.44,1,"Duke","David Cutcliffe",36.25,56.65,20.5,13.75,1,84.275,2.75,2,242,6.65,17.43,16.68
"2700","Holton Ahlers",77651,"QB","E CAROLINA",1,68,32.4,22,15,156,1,54.9,6,2,362,5.3,11,2018,24.48,21.48,1,"East Carolina","David Blackwell",59,52.5,31,21,0.5,79.95,3,1.5,417,7.05,25.18,22.18
"2701","Holton Ahlers",77651,"QB","E CAROLINA",1,68,32.4,22,15,156,1,54.9,6,2,362,5.3,11,2018,24.48,21.48,1,"East Carolina","Scottie Montgomery",61.75,47.875,29.25,19.75,0.5,75.8,3.5,1.75,410,6.675,25.9,22.9
"2702","Tyler Wiegers",35825,"QB","E MICHIGAN",1,23,65.2,15,7,160,0,79.8,1,0,129,5.6,11,2018,5.16,5.16,1,"Eastern Michigan","Chris Creighton",24.25,71.35,17.25,8,0.25,103.95,2.75,1.5,172.75,6.9,12.66,12.66
"2703","Isaac Stiebeling",41520,"QB","E MICHIGAN",1,1,100,1,0,160,0,79.2,0,0,3,3,11,2018,0.12,0.12,2,"Eastern Michigan","Chris Creighton",6,50,3,1.33333333333333,0,58.4333333333333,0.333333333333333,0,16,0.7,0.64,0.64
"2704","Chris Robison",60378,"QB","FAU",1,21,81,17,8,165,0,112.5,2,0,231,11,11,2018,9.24,9.24,1,"Florida Atlantic","Lane Kiffin",21,61.325,12.25,7.75,1,80.3,0.25,0.75,169,6.9,9.51,8.76
"2705","De'Andre Johnson",60380,"QB","FAU",1,4,75,3,2,165,1,56.3,1,0,30,7.5,11,2018,0.2,0.2,2,"Florida Atlantic","Lane Kiffin",3.25,58.325,1.75,1.75,0,86.3,0.75,0.5,24.75,7.3,2.99,2.99
"2706","James Morgan",25694,"QB","FIU",1,29,65.5,19,11,166,0,133,1,3,291,10,11,2018,23.64,23.64,1,"Florida International","Butch Davis",31.5,66.55,21,11.75,0.25,109.125,0.75,2.25,232.75,7.35,18.81,18.06
"2707","Christian Alexander-Stevens",103945,"","FIU",1,1,100,1,0,166,0,118.8,0,0,13,13,11,2018,0.52,0.52,2,"Florida International","Butch Davis",3.75,51.25,2,1.25,0.25,67.875,0,0,28.5,7.175,0.89,0.89
"2708","Feleipe Franks",40217,"QB","FLORIDA",1,21,71.4,15,10,163,0,109.4,2,1,161,7.7,11,2018,10.44,10.44,1,"Florida","Dan Mullen",24.75,53.175,13.25,7.5,0.75,72.4,0.75,1,158.5,6.15,9.59,9.59
"2709","Deondre Francois",46585,"QB","FLORIDA ST",1,47,48.9,23,11,167,1,53.1,1,0,216,4.6,11,2018,7.64,7.64,1,"Florida State","Willie Taggart",33.5,56.85,19.25,10.5,0.5,92.5,3,2,237,7.175,17.73,16.98
"2710","Cam Akers",57206,"HB","FLORIDA ST",1,1,0,0,0,167,0,39.6,0,0,0,0,11,2018,0,0,2,"Florida State","Willie Taggart",1,100,1,1,0,118.8,0,0,47,47,1.88,1.88
"2711","Marcus McMaryion",29810,"QB","FRESNO ST",1,36,66.7,24,16,169,0,99.7,2,1,283,7.9,11,2018,15.32,15.32,1,"Fresno State","Jeff Tedford",32,69.375,22.25,14.75,0.25,121.9,0.25,2.75,281.25,8.825,22,22
"2712","Shai Werts",40384,"QB","GA SOUTHRN",1,23,60.9,14,9,174,0,116.2,3,2,190,8.3,11,2018,15.6,15.6,1,"Georgia Southern","Chad Lunsford",8.5,61.225,5,4.25,0,99.775,2,0.5,65.75,11.95,4.63,4.63
"2713","Aaron Winchester",46433,"QB","GA STATE",1,21,47.6,10,6,175,1,61.8,1,1,121,5.8,11,2018,7.84,7.84,1,"Georgia State","Shawn Elliott",9,58.425,5.25,4.75,0,91.15,0.25,0.5,56.75,6.2,4.27,4.27
"2714","TaQuon Marshall",39457,"QB","GA TECH",1,4,75,3,3,176,0,156.3,1,1,73,18.3,11,2018,6.92,6.92,1,"Georgia Tech","Paul Johnson",6.25,48.875,3,2.75,0,84.875,1,0.25,73,11.45,3.92,3.92
"2715","Jake Fromm",60389,"QB","GEORGIA",1,20,65,13,7,173,1,109,1,2,193,9.7,11,2018,14.72,14.72,1,"Georgia","Kirby Smart",25.25,65.45,16,9.75,0.5,112.125,1.25,2,209.5,8.45,15.88,15.88
"2716","Justin Fields",82118,"QB","GEORGIA",1,2,100,2,1,173,0,108.3,2,0,20,10,11,2018,0.8,0.8,2,"Georgia","Kirby Smart",4.25,68.75,2.75,3,0,94.5,0.25,0.25,34.25,7.05,2.37,2.37
"2717","D'Eriq King",26636,"QB","HOUSTON",1,46,60.9,28,17,182,1,109.1,3,5,322,7,11,2018,34.88,31.88,1,"Houston","Major Applewhite",30.5,59.725,18.75,13.75,0.5,117.875,1.75,3,299.5,9.55,24.98,23.48
"2718","Bryson Smith",60395,"WR","HOUSTON",1,1,0,0,0,182,0,39.6,0,0,0,0,11,2018,0,0,2,"Houston","Major Applewhite",1,50,0.5,0.25,0.25,69.275,0,0.25,6.25,6.25,1,1
"2719","A.J. Bush Jr.",60595,"QB","ILLINOIS",1,26,42.3,11,11,187,2,25.5,3,0,126,4.8,11,2018,3.04,3.04,1,"Illinois","Lovie Smith",19.5,52.8,11,5.75,1.25,68.9,0.75,1,152.5,6.925,8.85,8.85
"2720","Peyton Ramsey",40186,"QB","INDIANA",1,28,57.1,16,9,190,1,94.8,4,2,243,8.7,11,2018,16.72,16.72,1,"Indiana","Tom Allen",43,65.825,28,13.5,1.25,82.925,2.75,1.75,262.75,6.125,17.01,16.26
"2721","Nate Stanley",46565,"QB","IOWA",1,41,65.9,27,12,192,0,92.4,1,1,269,6.6,11,2018,14.76,14.76,1,"Iowa","Kirk Ferentz",34.25,53.8,17.75,12.5,1,78.45,1.25,2,220,6.55,16.55,15.8
"2722","Brock Purdy",77672,"QB","IOWA STATE",1,25,72,18,15,193,0,113.4,1,1,228,9.1,11,2018,13.12,13.12,1,"Iowa State","Matt Campbell",24.25,66.65,16,12.25,0.5,130.225,1.75,3,270.5,11.3,23.07,22.32
"2723","Peyton Bender",26736,"QB","KANSAS",1,34,61.8,21,13,198,0,101.6,3,2,232,6.8,11,2018,17.28,17.28,1,"Kansas","David Beaty",34,54.325,17.75,10.5,0.5,84.325,2,1.5,211.25,6.55,13.95,13.95
"2724","Alex Delton",34840,"QB","KANSAS ST",1,18,61.1,11,7,199,0,82.2,1,0,126,7,11,2018,5.04,5.04,1,"Kansas State","Bill Snyder",11.5,64.725,6.5,3.75,0,93.9,2.25,0.5,80.75,21.7,5.23,5.23
"2725","Colby Moore",34895,"S","KANSAS ST",1,1,0,0,0,199,0,39.6,0,0,0,0,11,2018,0,0,2,"Kansas State","Bill Snyder",1,0,0,0,1,0,0,0,0,0,-1,-1
"2726","Dustin Crum",60418,"QB","KENT STATE",1,15,53.3,8,6,201,0,84.3,2,1,56,3.7,11,2018,6.24,6.24,1,"Kent State","Sean Lewis",2.75,45,1.5,1.5,0,65.125,1.25,0,13.5,3.75,0.54,0.54
"2727","Woody Barrett",40207,"QB","KENT STATE",1,13,46.2,6,1,201,0,53,2,0,27,2.1,11,2018,1.08,1.08,2,"Kent State","Sean Lewis",29.5,60.1,18,10.5,0.75,83.9,3,1.25,191.25,6.4,11.9,11.9
"2728","Terry Wilson",40709,"QB","KENTUCKY",1,35,60,21,9,202,1,70.2,4,1,172,4.9,11,2018,9.88,9.88,1,"Kentucky","Mark Stoops",22.5,61.5,15.25,7.75,0.25,94.425,3.5,1,154.75,5.875,9.94,9.94
"2729","Gunnar Hoak",40158,"QB","KENTUCKY",1,4,50,2,1,202,1,17.7,0,0,13,3.3,11,2018,-0.48,-0.48,2,"Kentucky","Mark Stoops",7.33333333333333,53.9666666666667,3.66666666666667,2,0,101.666666666667,0,0.666666666666667,51.3333333333333,8.13333333333333,4.72,4.72
"2730","Andre Nunez",60430,"QB","LA LAFAYET",1,19,73.7,14,7,207,0,112,0,1,141,7.4,11,2018,9.64,9.64,1,"Louisiana","Billy Napier",24.75,62.525,15.5,8.75,1,89.125,2.25,1.75,211,8.4,15.19,14.44
"2731","Levi Lewis",60428,"QB","LA LAFAYET",1,4,50,2,2,207,0,74,0,0,29,7.3,11,2018,1.16,1.16,2,"Louisiana","Billy Napier",3.25,66.675,2.25,2.25,0,124,0.75,0.5,56.75,16.175,4.27,4.27
"2732","Caleb Evans",41292,"QB","LA MONROE",1,32,84.4,27,16,209,0,135.3,2,2,367,11.5,11,2018,25.68,22.68,1,"Louisiana Monroe","Matt Viator",25,58.975,14.5,9.25,0.5,91.625,1.5,1,220,9.25,13.05,12.3
"2733","JT Jackson",60435,"QB","LA MONROE",1,1,100,1,1,209,0,104.2,0,0,9,9,11,2018,0.36,0.36,2,"Louisiana Monroe","Matt Viator",2,50,1,0,0,56.3,0,0,1,0.5,0.04,0.04
"2734","J'mar Smith",27005,"QB","LA TECH",1,34,61.8,21,11,208,2,77.1,1,1,312,9.2,11,2018,17.48,14.48,1,"Louisiana Tech","Skip Holtz",33,55,18.25,10,0.25,76.825,2.5,0.75,196.25,5.85,11.35,10.6
"2735","Stephen Calvert",46556,"QB","LIBERTY",1,27,55.6,15,10,206,3,31.8,1,0,149,5.5,11,2018,2.96,2.96,1,"Liberty","Turner Gill",42.25,55.725,24,16,2,76.375,2,2,309.25,7.375,19.87,18.37
"2736","Jawon Pass",40916,"QB","LOUISVILLE",1,26,50,13,8,210,1,72,3,1,196,7.5,11,2018,10.84,10.84,1,"Louisville","Lorenzo Ward",36,56.525,20.5,12,0.75,69.75,3.5,0.75,234.25,6.3,12.37,11.62
"2737","Malik Cunningham",60436,"QB","LOUISVILLE",1,1,0,0,0,210,0,39.6,2,0,0,0,11,2018,0,0,3,"Louisville","Lorenzo Ward",11,64.5,6.75,4.5,0.25,87.05,1,0.25,79.75,7.9,3.94,3.94
"2738","Joe Burrow",28022,"QB","LSU",1,21,71.4,15,9,211,0,116.2,3,1,195,9.3,11,2018,11.8,11.8,1,"LSU","Ed Orgeron",31.5,53.225,16.75,8,1,56.65,4,0,175.75,5.575,6.03,6.03
"2739","Isaiah Green",60442,"QB","MARSHALL",1,25,60,15,8,214,0,95.1,0,1,178,7.1,11,2018,11.12,11.12,1,"Marshall","Doc Holliday",36.5,51.1,18.75,10.25,1.75,69.225,1.5,1.75,248.75,6.8,15.2,15.2
"2740","Tyrrell Pigrome",46511,"QB","MARYLAND",1,13,76.9,10,7,215,0,138.6,1,1,146,11.2,11,2018,9.84,9.84,1,"Maryland","Matt Canada",2.5,25,0.75,0.25,0,48.625,0.5,0,5,1.675,0.2,0.2
"2741","Kasim Hill",60444,"QB","MARYLAND",1,12,33.3,4,3,215,1,10.1,0,0,43,3.6,11,2018,0.72,0.72,2,"Maryland","Matt Canada",18,45.775,8.25,5.75,0.25,77.675,1.75,1.5,115.5,6.25,10.37,10.37
"2742","Brady White",25506,"QB","MEMPHIS",1,20,70,14,10,218,0,132.1,0,2,184,9.2,11,2018,15.36,15.36,1,"Memphis","Mike Norvell",28.5,64.5,17.25,10.5,0.5,104.325,1.75,1.5,254.75,9.55,16.44,15.69
"2743","Brady McBride",77641,"QB","MEMPHIS",1,3,66.7,2,1,218,0,82.6,0,0,18,6,11,2018,0.72,0.72,2,"Memphis","Mike Norvell",5.5,30,3,3,0.5,40.65,0,0,35,3.5,0.9,0.9
"2744","N'Kosi Perry",60446,"QB","MIAMI FL",1,23,60.9,14,8,220,0,82.7,0,0,165,7.2,11,2018,6.6,6.6,1,"Miami","Mark Richt",16.5,47.15,7.25,5.25,0.75,63.725,2.5,1.25,96,5.575,8.09,8.09
"2745","Gus Ragland",39063,"QB","MIAMI OH",1,33,60.6,20,11,221,1,75.2,2,1,199,6,11,2018,10.96,10.96,1,"Miami (OH)","Chuck Martin",36.5,62.325,22.25,14.5,0.25,96.85,2.25,1.75,267.5,7.55,18.95,17.45
"2746","Brian Lewerke",34412,"QB","MICH STATE",1,28,39.3,11,6,223,1,39,0,0,128,4.6,11,2018,4.12,4.12,1,"Michigan State","Mark Dantonio",37.25,45.2,17.75,11,0.75,56.85,2,0.75,185.25,4.575,10.41,9.66
"2747","Rocky Lombardi",60452,"QB","MICH STATE",1,20,35,7,3,223,0,50.4,0,0,92,4.6,11,2018,3.68,3.68,2,"Michigan State","Mark Dantonio",16.6666666666667,35.5,9,6.66666666666667,0.333333333333333,51.6666666666667,1,0.666666666666667,109,3.8,7.69333333333333,6.69333333333333
"2748","Shea Patterson",40688,"QB","MICHIGAN",1,27,66.7,18,14,222,0,134.8,0,3,260,9.6,11,2018,22.4,22.4,1,"Michigan","Jim Harbaugh",22.25,65.275,14.5,7.5,0.25,113.35,1.5,1.75,190.5,8.4,14.37,14.37
"2749","Brent Stockstill",29288,"QB","MIDDLE TN",1,40,77.5,31,15,224,0,136.7,1,4,352,8.8,11,2018,33.08,30.08,1,"Middle Tennessee","Rick Stockstill",24.75,72.75,17,8.75,0.5,95.675,1.5,1.5,161.75,6.175,11.97,11.97
"2750","Tanner Morgan",55239,"QB","MINNESOTA",1,18,55.6,10,7,225,1,75.9,3,1,139,7.7,11,2018,8.56,8.56,1,"Minnesota","P.J. Fleck",18,52.875,10.75,6.75,0.75,85.275,1,1.25,199.5,10.25,12.23,12.23
"2751","Seth Green",40668,"WR","MINNESOTA",1,1,100,1,1,225,0,152.1,0,1,11,11,11,2018,4.44,4.44,3,"Minnesota","P.J. Fleck",1.33333333333333,83.3333333333333,1,0.666666666666667,0.333333333333333,84.0333333333333,0,0.333333333333333,8.33333333333333,5.66666666666667,1.33333333333333,1.33333333333333
"2752","Nick Fitzgerald",46497,"QB","MISS STATE",1,20,55,11,4,227,0,74,5,0,125,6.3,11,2018,5,5,1,"Mississippi State","Joe Moorhead",22.75,52.625,12,6.75,1.25,75.225,2,1.5,153,6.575,10.87,10.87
"2753","Drew Lock",39517,"QB","MISSOURI",1,33,66.7,22,12,229,2,84.5,1,2,253,7.7,11,2018,16.12,16.12,1,"Missouri","Barry Odom",28.5,64.975,18.75,10.25,0.5,101.5,1.75,2,226.75,7.875,17.32,16.57
"2754","Nathan Elliott",34526,"QB","N CAROLINA",1,42,64.3,27,13,245,0,85.5,0,1,221,5.3,11,2018,12.84,12.84,1,"North Carolina","Larry Fedora",32.5,62.425,20,10,0.75,86.8,0.75,1.25,216,7.025,13.64,12.89
"2755","Cade Fortin",77620,"QB","N CAROLINA",1,1,0,0,0,245,0,39.6,0,0,0,0,11,2018,0,0,2,"North Carolina","Larry Fedora",12,52.8,6.5,4,0,63.55,1,0,56,3.95,2.24,2.24
"2756","Marcus Childers",40476,"QB","N ILLINOIS",1,19,68.4,13,8,254,1,83.4,1,1,131,6.9,11,2018,8.24,8.24,1,"Northern Illinois","Rod Carey",27.75,59.05,16.5,9.75,0.25,75.975,3,0.5,147.75,5.375,7.66,7.66
"2757","Mason Fine",46629,"QB","N TEXAS",1,44,59.1,26,12,251,1,79.7,3,2,240,5.5,11,2018,16.6,16.6,1,"North Texas","Seth Littrell",36.75,62.875,23.25,14.25,0,108,1.75,2,311,8.5,21.94,20.44
"2758","Zach Abey",35594,"WR","NAVY",1,2,0,0,0,237,0,39.6,1,0,0,0,11,2018,0,0,1,"Navy","Ken Niumatalolo",1.75,43.75,1,0.75,0,77.875,1.5,0,16,7.2,0.64,0.64
"2759","Ryan Finley",46426,"QB","NC STATE",1,52,67.3,35,18,248,1,86.5,1,1,374,7.2,11,2018,20.96,17.96,1,"NC State","Dave Doeren",34.75,68.05,23.25,12,1.25,98.625,0.5,2,294.25,8.35,20.02,18.52
"2760","Jakobi Meyers",47468,"WR","NC STATE",1,1,0,0,0,248,0,39.6,0,0,0,0,11,2018,0,0,2,"NC State","Dave Doeren",1,0,0,0,0,39.6,0,0,0,0,0,0
"2761","Adrian Martinez",83522,"QB","NEBRASKA",1,34,70.6,24,12,238,1,113.6,3,3,290,8.5,11,2018,22.6,22.6,1,"Nebraska","Scott Frost",30,72.4,21.75,11.25,0.75,106.85,1.25,1.75,251.5,8.55,16.31,16.31
"2762","Ty Gangi",27234,"QB","NEVADA",1,35,80,28,21,239,0,152.9,1,4,404,11.5,11,2018,35.16,32.16,1,"Nevada","Jay Norvell",36.75,63.925,23,11.5,0.5,100.625,0.5,2.25,261.5,7.275,19.71,18.96
"2763","Cristian Solano",33330,"QB","NEVADA",1,1,0,0,0,239,1,0,0,0,0,0,11,2018,-1,-1,2,"Nevada","Jay Norvell",12.5,82.8,7,5,0.75,83.75,1,0,64,9.775,1.81,1.81
"2764","Sheriron Jones",33910,"QB","NEW MEXICO",1,9,66.7,6,4,241,1,70.1,2,0,113,12.6,11,2018,3.52,3.52,1,"New Mexico","Bob Davie",24.25,52.975,12.5,8.25,1,84.55,1.25,1.75,165,7.35,12.6,12.6
"2765","Coltin Gerhart",26907,"QB","NEW MEXICO",1,9,77.8,7,2,241,0,100,3,0,72,8,11,2018,2.88,2.88,2,"New Mexico","Bob Davie",8.75,65.425,4.75,3.25,0.5,81.625,1.75,0.75,42,6.45,4.18,4.18
"2766","Brandon Wimbush",35595,"QB","NOTRE DAME",1,25,48,12,11,258,2,70,0,3,130,5.2,11,2018,15.2,15.2,1,"Notre Dame","Brian Kelly",26,51.275,13.25,9,1.5,65.3,3.25,0.75,209.5,7.875,9.88,9.88
